event_type,severity,country,hour_of_day,is_attack_event,is_business_hours
failed_login,low,US,23,False,False
successful_login,medium,AU,5,False,False
malware_alert,critical,US,4,True,False
account_lockout,medium,US,5,False,False
account_lockout,medium,IN,15,False,True
successful_login,medium,BR,19,False,False
privilege_escalation,high,DE,15,True,True
failed_login,critical,US,16,False,True
successful_login,high,US,20,False,False
brute_force_attempt,high,US,15,True,True
malware_alert,medium,US,21,True,False
failed_login,low,GB,15,False,True
successful_login,medium,AU,4,False,False
vpn_login,low,SG,17,False,False
account_lockout,high,GB,15,False,True
failed_login,medium,GB,20,False,False
successful_login,medium,DE,14,False,True
suspicious_ip_activity,high,DE,17,True,False
brute_force_attempt,critical,US,14,True,True
successful_login,medium,CA,15,False,True
successful_login,medium,DE,14,False,True
vpn_login,medium,GB,23,False,False
suspicious_ip_activity,critical,AU,7,True,False
successful_login,critical,SG,22,False,False
successful_login,medium,DE,17,False,False
failed_login,critical,JP,3,False,False
failed_login,high,US,16,False,True
successful_login,critical,JP,18,False,False
suspicious_ip_activity,high,US,11,True,True
malware_alert,medium,US,21,True,False
failed_login,high,US,14,False,True
malware_alert,low,US,20,True,False
privilege_escalation,medium,US,10,True,True
failed_login,low,US,16,False,True
vpn_login,high,US,19,False,False
failed_login,low,US,18,False,False
failed_login,high,CA,15,False,True
successful_login,low,US,16,False,True
successful_login,low,AU,16,False,True
successful_login,medium,US,15,False,True
failed_login,high,LY,2,False,False
vpn_login,critical,AU,14,False,True
brute_force_attempt,critical,JP,17,True,False
failed_login,medium,US,17,False,False
account_lockout,medium,US,15,False,True
suspicious_ip_activity,high,US,18,True,False
suspicious_ip_activity,high,DE,19,True,False
suspicious_ip_activity,high,US,21,True,False
vpn_login,medium,GB,19,False,False
failed_login,medium,GB,4,False,False
failed_login,low,GB,12,False,True
successful_login,low,JP,21,False,False
failed_login,low,US,18,False,False
successful_login,medium,AU,17,False,False
vpn_login,medium,BR,8,False,False
successful_login,low,US,21,False,False
vpn_login,medium,AU,22,False,False
failed_login,low,CA,18,False,False
account_lockout,low,US,4,False,False
account_lockout,high,JP,10,False,True
successful_login,medium,GB,18,False,False
successful_login,low,US,15,False,True
failed_login,low,US,20,False,False
vpn_login,high,GB,4,False,False
successful_login,medium,US,21,False,False
privilege_escalation,low,GB,18,True,False
failed_login,medium,US,17,False,False
malware_alert,low,DE,19,True,False
successful_login,low,DE,13,False,True
successful_login,low,US,18,False,False
successful_login,critical,CA,12,False,True
failed_login,high,GB,15,False,True
failed_login,medium,US,16,False,True
brute_force_attempt,medium,DE,3,True,False
brute_force_attempt,high,GB,15,True,True
account_lockout,low,FR,19,False,False
successful_login,high,DE,6,False,False
successful_login,medium,GB,15,False,True
failed_login,high,AO,23,False,False
vpn_login,medium,DE,18,False,False
successful_login,low,US,15,False,True
malware_alert,critical,US,16,True,True
successful_login,low,JP,13,False,True
suspicious_ip_activity,high,JP,1,True,False
failed_login,medium,JP,17,False,False
suspicious_ip_activity,medium,US,8,True,False
vpn_login,medium,IN,17,False,False
malware_alert,medium,US,20,True,False
brute_force_attempt,high,US,14,True,True
brute_force_attempt,high,IN,18,True,False
failed_login,medium,GB,17,False,False
successful_login,medium,GB,19,False,False
suspicious_ip_activity,critical,US,2,True,False
failed_login,high,AU,20,False,False
failed_login,high,US,0,False,False
suspicious_ip_activity,high,US,17,True,False
privilege_escalation,low,US,21,True,False
vpn_login,high,US,15,False,True
successful_login,low,DE,21,False,False
successful_login,high,CA,16,False,True
successful_login,critical,JP,14,False,True
vpn_login,medium,US,21,False,False
malware_alert,critical,DE,3,True,False
vpn_login,low,US,6,False,False
suspicious_ip_activity,medium,US,20,True,False
failed_login,critical,IE,18,False,False
vpn_login,critical,US,20,False,False
successful_login,medium,CA,9,False,True
account_lockout,medium,DE,3,False,False
vpn_login,critical,FR,23,False,False
brute_force_attempt,high,US,13,True,True
failed_login,low,BR,19,False,False
brute_force_attempt,high,US,4,True,False
successful_login,medium,JP,12,False,True
brute_force_attempt,high,IN,7,True,False
failed_login,low,US,7,False,False
failed_login,critical,PH,14,False,True
failed_login,medium,GB,18,False,False
successful_login,low,CA,17,False,False
privilege_escalation,critical,GB,16,True,True
failed_login,critical,AU,17,False,False
malware_alert,high,JP,20,True,False
failed_login,low,US,18,False,False
malware_alert,high,JP,15,True,True
successful_login,critical,US,12,False,True
successful_login,critical,GB,14,False,True
privilege_escalation,high,IN,1,True,False
failed_login,medium,GB,20,False,False
vpn_login,critical,GB,1,False,False
failed_login,medium,US,19,False,False
account_lockout,medium,JP,14,False,True
successful_login,high,FR,9,False,True
failed_login,low,GB,21,False,False
failed_login,critical,IS,23,False,False
brute_force_attempt,critical,CA,12,True,True
successful_login,low,US,15,False,True
failed_login,critical,UZ,2,False,False
vpn_login,medium,US,8,False,False
brute_force_attempt,critical,FR,21,True,False
suspicious_ip_activity,high,US,19,True,False
vpn_login,low,US,20,False,False
successful_login,medium,GB,1,False,False
successful_login,low,IN,18,False,False
suspicious_ip_activity,high,JP,15,True,True
failed_login,low,JP,21,False,False
failed_login,medium,AU,19,False,False
vpn_login,high,US,20,False,False
successful_login,high,US,14,False,True
successful_login,high,US,15,False,True
successful_login,low,FR,21,False,False
vpn_login,critical,BR,21,False,False
successful_login,high,DE,17,False,False
account_lockout,medium,US,8,False,False
successful_login,medium,CA,15,False,True
brute_force_attempt,medium,US,15,True,True
vpn_login,low,GB,20,False,False
malware_alert,critical,US,19,True,False
failed_login,medium,CA,16,False,True
vpn_login,medium,US,21,False,False
successful_login,medium,US,15,False,True
brute_force_attempt,medium,US,18,True,False
account_lockout,medium,DE,17,False,False
successful_login,medium,FR,15,False,True
successful_login,high,US,1,False,False
vpn_login,medium,GB,15,False,True
malware_alert,critical,US,20,True,False
successful_login,low,US,16,False,True
vpn_login,low,US,17,False,False
brute_force_attempt,critical,GB,18,True,False
vpn_login,low,US,20,False,False
vpn_login,low,US,16,False,True
suspicious_ip_activity,medium,DE,10,True,True
failed_login,medium,US,7,False,False
malware_alert,high,DE,22,True,False
brute_force_attempt,high,DE,14,True,True
successful_login,low,GB,22,False,False
successful_login,medium,US,20,False,False
failed_login,high,JP,19,False,False
vpn_login,critical,DE,16,False,True
failed_login,high,JP,0,False,False
privilege_escalation,critical,GB,18,True,False
privilege_escalation,low,US,9,True,True
account_lockout,medium,DE,4,False,False
successful_login,high,US,1,False,False
suspicious_ip_activity,high,US,14,True,True
brute_force_attempt,high,US,15,True,True
malware_alert,critical,US,21,True,False
privilege_escalation,high,GB,18,True,False
successful_login,low,US,21,False,False
successful_login,high,JP,18,False,False
suspicious_ip_activity,critical,US,10,True,True
successful_login,low,FR,17,False,False
account_lockout,medium,US,19,False,False
failed_login,low,DE,18,False,False
suspicious_ip_activity,high,DE,5,True,False
account_lockout,critical,GB,21,False,False
failed_login,medium,FR,3,False,False
privilege_escalation,low,FR,18,True,False
account_lockout,low,US,15,False,True
successful_login,high,AU,0,False,False
vpn_login,low,US,11,False,True
account_lockout,low,GB,12,False,True
suspicious_ip_activity,low,FR,13,True,True
vpn_login,low,JP,16,False,True
failed_login,medium,AU,17,False,False
brute_force_attempt,high,DE,17,True,False
brute_force_attempt,high,IN,19,True,False
successful_login,high,GB,17,False,False
brute_force_attempt,high,BR,16,True,True
account_lockout,medium,US,15,False,True
successful_login,high,US,13,False,True
account_lockout,medium,IN,18,False,False
brute_force_attempt,medium,US,23,True,False
malware_alert,critical,GB,12,True,True
brute_force_attempt,low,FR,19,True,False
malware_alert,high,US,21,True,False
failed_login,medium,JP,15,False,True
failed_login,low,US,18,False,False
vpn_login,low,US,18,False,False
brute_force_attempt,critical,US,19,True,False
account_lockout,low,US,11,False,True
brute_force_attempt,medium,US,21,True,False
successful_login,low,US,18,False,False
successful_login,medium,US,8,False,False
successful_login,low,US,18,False,False
failed_login,low,JP,8,False,False
vpn_login,medium,US,20,False,False
account_lockout,high,AU,20,False,False
vpn_login,medium,US,20,False,False
account_lockout,low,US,15,False,True
vpn_login,high,JP,14,False,True
failed_login,high,AU,14,False,True
vpn_login,low,JP,17,False,False
suspicious_ip_activity,high,GB,5,True,False
brute_force_attempt,low,US,19,True,False
successful_login,medium,US,20,False,False
malware_alert,critical,US,11,True,True
failed_login,low,BR,17,False,False
account_lockout,high,US,17,False,False
successful_login,high,AU,1,False,False
malware_alert,medium,DE,19,True,False
privilege_escalation,medium,US,15,True,True
failed_login,low,JP,16,False,True
suspicious_ip_activity,medium,GB,20,True,False
suspicious_ip_activity,low,US,6,True,False
account_lockout,low,SG,18,False,False
account_lockout,low,AU,19,False,False
brute_force_attempt,high,US,21,True,False
failed_login,medium,GB,1,False,False
account_lockout,medium,US,15,False,True
failed_login,low,US,16,False,True
brute_force_attempt,low,US,15,True,True
privilege_escalation,critical,US,3,True,False
brute_force_attempt,low,US,19,True,False
suspicious_ip_activity,high,AU,19,True,False
failed_login,critical,GB,17,False,False
failed_login,medium,JP,6,False,False
vpn_login,critical,GB,16,False,True
failed_login,medium,US,14,False,True
account_lockout,critical,JP,16,False,True
privilege_escalation,critical,JP,2,True,False
successful_login,medium,AU,11,False,True
vpn_login,low,JP,15,False,True
suspicious_ip_activity,high,US,17,True,False
vpn_login,critical,CA,16,False,True
failed_login,low,JP,17,False,False
successful_login,low,DE,16,False,True
successful_login,low,JP,0,False,False
vpn_login,medium,DE,20,False,False
privilege_escalation,high,US,15,True,True
successful_login,medium,CA,21,False,False
privilege_escalation,critical,US,14,True,True
vpn_login,low,GB,14,False,True
vpn_login,low,CA,16,False,True
vpn_login,critical,CA,18,False,False
successful_login,medium,US,20,False,False
malware_alert,medium,AU,19,True,False
suspicious_ip_activity,low,AU,16,True,True
successful_login,high,US,15,False,True
successful_login,critical,CA,18,False,False
failed_login,low,JP,21,False,False
account_lockout,medium,DE,4,False,False
account_lockout,low,GB,23,False,False
failed_login,critical,US,21,False,False
suspicious_ip_activity,medium,US,16,True,True
failed_login,medium,US,18,False,False
successful_login,low,DE,15,False,True
failed_login,low,GB,11,False,True
suspicious_ip_activity,medium,JP,19,True,False
brute_force_attempt,medium,GB,20,True,False
vpn_login,low,GB,2,False,False
malware_alert,critical,IN,10,True,True
successful_login,low,US,3,False,False
successful_login,low,GB,15,False,True
malware_alert,critical,GB,20,True,False
suspicious_ip_activity,high,GB,18,True,False
failed_login,medium,DE,1,False,False
failed_login,high,DE,21,False,False
successful_login,medium,US,21,False,False
brute_force_attempt,medium,IN,4,True,False
vpn_login,critical,SG,19,False,False
vpn_login,medium,US,7,False,False
successful_login,medium,AU,6,False,False
account_lockout,critical,DE,6,False,False
brute_force_attempt,high,US,14,True,True
successful_login,low,US,19,False,False
failed_login,low,IN,20,False,False
vpn_login,medium,US,17,False,False
malware_alert,low,US,13,True,True
account_lockout,low,GB,13,False,True
successful_login,high,US,22,False,False
account_lockout,low,CA,16,False,True
malware_alert,medium,US,17,True,False
failed_login,medium,DE,16,False,True
vpn_login,medium,GB,2,False,False
brute_force_attempt,medium,JP,7,True,False
account_lockout,low,GB,19,False,False
account_lockout,medium,BR,7,False,False
successful_login,low,FR,11,False,True
successful_login,high,US,16,False,True
successful_login,low,FR,16,False,True
failed_login,critical,US,19,False,False
brute_force_attempt,medium,CA,20,True,False
successful_login,medium,AU,14,False,True
account_lockout,low,US,20,False,False
vpn_login,medium,AU,20,False,False
successful_login,low,IN,19,False,False
vpn_login,high,DE,18,False,False
vpn_login,medium,US,8,False,False
vpn_login,low,FR,14,False,True
malware_alert,medium,IN,20,True,False
failed_login,low,US,21,False,False
vpn_login,medium,IN,14,False,True
vpn_login,medium,FR,19,False,False
vpn_login,low,US,6,False,False
suspicious_ip_activity,high,FR,14,True,True
malware_alert,critical,DE,21,True,False
failed_login,low,GB,21,False,False
vpn_login,low,CA,1,False,False
successful_login,medium,US,13,False,True
failed_login,high,CY,18,False,False
failed_login,low,JP,15,False,True
malware_alert,critical,GB,6,True,False
account_lockout,low,US,22,False,False
suspicious_ip_activity,critical,GB,21,True,False
successful_login,medium,GB,20,False,False
successful_login,low,GB,11,False,True
malware_alert,low,US,6,True,False
failed_login,low,GB,17,False,False
vpn_login,high,BR,19,False,False
vpn_login,low,DE,21,False,False
failed_login,high,US,1,False,False
failed_login,low,JP,20,False,False
vpn_login,medium,US,20,False,False
failed_login,critical,DE,21,False,False
vpn_login,low,AU,17,False,False
failed_login,critical,FR,16,False,True
failed_login,low,US,19,False,False
suspicious_ip_activity,high,US,16,True,True
failed_login,low,AU,18,False,False
suspicious_ip_activity,critical,DE,10,True,True
successful_login,critical,AU,2,False,False
successful_login,medium,JP,16,False,True
failed_login,medium,JP,1,False,False
successful_login,low,GB,21,False,False
successful_login,low,AU,4,False,False
successful_login,low,CA,15,False,True
suspicious_ip_activity,high,IN,16,True,True
vpn_login,low,US,21,False,False
failed_login,low,US,14,False,True
vpn_login,medium,CA,14,False,True
successful_login,high,CA,21,False,False
failed_login,low,JP,14,False,True
failed_login,low,GB,21,False,False
successful_login,low,US,6,False,False
malware_alert,medium,IN,15,True,True
successful_login,medium,DE,13,False,True
failed_login,critical,AR,2,False,False
successful_login,high,CA,13,False,True
successful_login,medium,US,12,False,True
successful_login,low,JP,16,False,True
failed_login,high,JP,0,False,False
successful_login,low,DE,12,False,True
successful_login,high,AU,18,False,False
account_lockout,medium,US,15,False,True
account_lockout,low,JP,19,False,False
vpn_login,high,JP,2,False,False
brute_force_attempt,high,US,18,True,False
vpn_login,medium,JP,14,False,True
account_lockout,medium,FR,21,False,False
malware_alert,medium,IN,17,True,False
suspicious_ip_activity,critical,JP,15,True,True
successful_login,low,US,21,False,False
brute_force_attempt,high,JP,15,True,True
vpn_login,critical,DE,1,False,False
failed_login,medium,SG,17,False,False
successful_login,low,SG,20,False,False
account_lockout,high,SG,23,False,False
suspicious_ip_activity,medium,AU,19,True,False
suspicious_ip_activity,high,US,19,True,False
successful_login,medium,DE,20,False,False
successful_login,high,JP,12,False,True
brute_force_attempt,high,AU,16,True,True
vpn_login,medium,FR,17,False,False
account_lockout,medium,US,20,False,False
successful_login,low,JP,18,False,False
successful_login,medium,JP,21,False,False
suspicious_ip_activity,critical,GB,16,True,True
suspicious_ip_activity,medium,US,14,True,True
failed_login,critical,CA,18,False,False
successful_login,low,US,17,False,False
malware_alert,high,US,19,True,False
brute_force_attempt,critical,DE,16,True,True
successful_login,low,JP,18,False,False
vpn_login,medium,SG,17,False,False
privilege_escalation,medium,US,18,True,False
failed_login,medium,US,19,False,False
successful_login,medium,US,15,False,True
account_lockout,high,GB,21,False,False
account_lockout,high,US,16,False,True
vpn_login,high,US,21,False,False
successful_login,critical,US,4,False,False
malware_alert,medium,AU,11,True,True
account_lockout,medium,US,17,False,False
suspicious_ip_activity,medium,DE,18,True,False
account_lockout,critical,US,22,False,False
successful_login,high,CA,1,False,False
successful_login,low,BR,21,False,False
successful_login,medium,US,15,False,True
account_lockout,medium,DE,8,False,False
failed_login,medium,BR,16,False,True
account_lockout,medium,US,19,False,False
successful_login,medium,DE,5,False,False
suspicious_ip_activity,medium,SG,18,True,False
failed_login,low,US,15,False,True
failed_login,high,CA,20,False,False
failed_login,medium,US,20,False,False
brute_force_attempt,high,US,8,True,False
account_lockout,high,IN,21,False,False
vpn_login,low,JP,16,False,True
successful_login,low,US,16,False,True
suspicious_ip_activity,medium,DE,4,True,False
failed_login,medium,DE,14,False,True
vpn_login,low,AU,21,False,False
failed_login,low,CA,9,False,True
brute_force_attempt,critical,JP,22,True,False
failed_login,low,DE,20,False,False
malware_alert,critical,DE,21,True,False
vpn_login,low,US,21,False,False
privilege_escalation,critical,US,9,True,True
account_lockout,medium,BR,22,False,False
account_lockout,medium,US,16,False,True
failed_login,medium,FR,13,False,True
privilege_escalation,medium,GB,5,True,False
failed_login,critical,MA,2,False,False
brute_force_attempt,low,JP,15,True,True
successful_login,high,CA,6,False,False
privilege_escalation,medium,JP,9,True,True
successful_login,high,BR,22,False,False
vpn_login,medium,GB,18,False,False
failed_login,low,GB,15,False,True
failed_login,low,US,15,False,True
account_lockout,low,US,14,False,True
vpn_login,medium,GB,18,False,False
successful_login,medium,US,17,False,False
vpn_login,low,CA,21,False,False
privilege_escalation,medium,GB,21,True,False
suspicious_ip_activity,critical,SY,3,True,False
vpn_login,low,US,9,False,True
failed_login,medium,IN,18,False,False
vpn_login,low,US,21,False,False
account_lockout,medium,DE,19,False,False
privilege_escalation,low,US,1,True,False
brute_force_attempt,high,GB,14,True,True
vpn_login,high,US,22,False,False
account_lockout,medium,AU,14,False,True
privilege_escalation,high,US,14,True,True
successful_login,critical,US,20,False,False
successful_login,low,JP,16,False,True
failed_login,medium,SG,8,False,False
vpn_login,low,US,13,False,True
brute_force_attempt,low,US,15,True,True
privilege_escalation,low,CA,15,True,True
vpn_login,high,US,5,False,False
account_lockout,medium,GB,21,False,False
suspicious_ip_activity,critical,US,10,True,True
account_lockout,low,JP,18,False,False
failed_login,low,US,18,False,False
successful_login,low,GB,18,False,False
vpn_login,medium,DE,7,False,False
account_lockout,medium,GB,21,False,False
privilege_escalation,critical,DE,16,True,True
malware_alert,low,GB,8,True,False
account_lockout,medium,GB,0,False,False
failed_login,medium,US,20,False,False
successful_login,low,US,21,False,False
privilege_escalation,critical,US,19,True,False
suspicious_ip_activity,high,BR,17,True,False
privilege_escalation,medium,JP,0,True,False
successful_login,medium,DE,21,False,False
account_lockout,high,US,22,False,False
vpn_login,low,DE,19,False,False
privilege_escalation,critical,US,16,True,True
successful_login,low,CA,15,False,True
vpn_login,high,GB,15,False,True
failed_login,low,GB,12,False,True
account_lockout,low,JP,22,False,False
malware_alert,critical,GB,1,True,False
successful_login,high,GB,13,False,True
failed_login,medium,JP,16,False,True
successful_login,low,US,21,False,False
account_lockout,medium,FR,1,False,False
suspicious_ip_activity,high,US,21,True,False
malware_alert,high,US,6,True,False
failed_login,high,KM,14,False,True
brute_force_attempt,medium,GB,14,True,True
successful_login,low,JP,18,False,False
successful_login,low,US,18,False,False
privilege_escalation,medium,CA,17,True,False
successful_login,low,DE,16,False,True
successful_login,medium,GB,14,False,True
brute_force_attempt,high,GB,15,True,True
brute_force_attempt,critical,US,17,True,False
account_lockout,low,GB,19,False,False
vpn_login,high,AU,20,False,False
suspicious_ip_activity,critical,CA,21,True,False
vpn_login,low,IN,5,False,False
privilege_escalation,low,US,16,True,True
account_lockout,medium,US,15,False,True
vpn_login,critical,US,5,False,False
account_lockout,high,US,18,False,False
account_lockout,low,US,17,False,False
failed_login,low,CA,18,False,False
account_lockout,low,US,6,False,False
successful_login,medium,GB,18,False,False
brute_force_attempt,high,AU,11,True,True
account_lockout,critical,CA,4,False,False
vpn_login,critical,US,15,False,True
brute_force_attempt,high,GB,18,True,False
failed_login,low,GB,1,False,False
vpn_login,low,AU,17,False,False
account_lockout,high,DE,1,False,False
account_lockout,critical,GB,19,False,False
privilege_escalation,critical,DE,14,True,True
vpn_login,low,US,21,False,False
vpn_login,low,US,14,False,True
successful_login,critical,JP,9,False,True
brute_force_attempt,high,DE,5,True,False
brute_force_attempt,critical,CA,20,True,False
suspicious_ip_activity,high,DE,1,True,False
vpn_login,medium,JP,1,False,False
successful_login,critical,US,14,False,True
privilege_escalation,medium,JP,15,True,True
vpn_login,medium,AU,12,False,True
vpn_login,low,DE,15,False,True
failed_login,medium,DE,18,False,False
failed_login,low,GB,14,False,True
account_lockout,high,JP,21,False,False
malware_alert,high,US,18,True,False
successful_login,high,US,20,False,False
suspicious_ip_activity,critical,US,18,True,False
failed_login,high,PY,2,False,False
successful_login,high,GB,20,False,False
suspicious_ip_activity,critical,DE,16,True,True
vpn_login,critical,JP,18,False,False
successful_login,low,GB,18,False,False
failed_login,low,GB,20,False,False
vpn_login,low,AU,19,False,False
vpn_login,low,BR,19,False,False
successful_login,low,AU,21,False,False
failed_login,medium,JP,19,False,False
suspicious_ip_activity,medium,US,18,True,False
failed_login,low,JP,21,False,False
brute_force_attempt,high,GB,18,True,False
vpn_login,critical,US,0,False,False
suspicious_ip_activity,critical,IN,21,True,False
vpn_login,low,US,20,False,False
failed_login,medium,US,19,False,False
successful_login,medium,DE,18,False,False
vpn_login,low,CA,12,False,True
suspicious_ip_activity,high,IR,18,True,False
malware_alert,high,DE,0,True,False
failed_login,high,DE,17,False,False
successful_login,low,US,18,False,False
failed_login,medium,US,21,False,False
brute_force_attempt,low,AU,16,True,True
failed_login,high,US,21,False,False
successful_login,high,DE,14,False,True
vpn_login,low,AU,17,False,False
successful_login,medium,AU,1,False,False
failed_login,critical,JP,1,False,False
privilege_escalation,medium,US,7,True,False
suspicious_ip_activity,critical,IN,20,True,False
malware_alert,high,US,5,True,False
failed_login,medium,US,18,False,False
vpn_login,medium,DE,21,False,False
failed_login,medium,US,19,False,False
failed_login,low,US,17,False,False
brute_force_attempt,high,GB,8,True,False
failed_login,critical,US,18,False,False
vpn_login,low,DE,18,False,False
failed_login,low,IN,19,False,False
brute_force_attempt,high,SG,11,True,True
account_lockout,low,GB,17,False,False
account_lockout,high,CA,8,False,False
failed_login,medium,DE,14,False,True
failed_login,high,DK,23,False,False
successful_login,low,GB,15,False,True
failed_login,low,IN,20,False,False
vpn_login,low,GB,16,False,True
failed_login,critical,JP,21,False,False
successful_login,low,DE,6,False,False
successful_login,medium,GB,1,False,False
successful_login,low,GB,14,False,True
successful_login,high,GB,18,False,False
suspicious_ip_activity,medium,GB,14,True,True
successful_login,low,DE,1,False,False
suspicious_ip_activity,critical,US,8,True,False
failed_login,medium,US,8,False,False
vpn_login,medium,GB,19,False,False
successful_login,high,US,19,False,False
successful_login,high,JP,0,False,False
failed_login,medium,US,17,False,False
failed_login,low,GB,14,False,True
vpn_login,high,US,17,False,False
account_lockout,low,US,22,False,False
account_lockout,low,CA,16,False,True
failed_login,medium,AU,17,False,False
account_lockout,high,US,2,False,False
suspicious_ip_activity,medium,BR,18,True,False
successful_login,medium,FR,6,False,False
brute_force_attempt,medium,US,12,True,True
vpn_login,low,GB,20,False,False
suspicious_ip_activity,critical,US,4,True,False
successful_login,medium,JP,13,False,True
privilege_escalation,critical,US,16,True,True
failed_login,medium,DE,19,False,False
brute_force_attempt,high,US,4,True,False
successful_login,low,BR,15,False,True
successful_login,low,US,20,False,False
vpn_login,high,DE,14,False,True
account_lockout,medium,US,2,False,False
failed_login,low,BR,8,False,False
malware_alert,medium,GB,22,True,False
suspicious_ip_activity,high,US,7,True,False
malware_alert,medium,AU,19,True,False
failed_login,high,JP,15,False,True
brute_force_attempt,critical,AU,7,True,False
failed_login,high,TR,14,False,True
malware_alert,high,CA,2,True,False
successful_login,low,DE,5,False,False
account_lockout,critical,AU,16,False,True
malware_alert,high,JP,16,True,True
account_lockout,medium,AU,19,False,False
privilege_escalation,high,IN,21,True,False
account_lockout,medium,CA,12,False,True
successful_login,low,GB,18,False,False
failed_login,low,GB,19,False,False
successful_login,high,DE,17,False,False
successful_login,medium,JP,14,False,True
failed_login,medium,FR,16,False,True
account_lockout,medium,US,9,False,True
suspicious_ip_activity,high,DE,15,True,True
brute_force_attempt,medium,AU,17,True,False
successful_login,low,GB,12,False,True
vpn_login,medium,FR,20,False,False
failed_login,low,IN,16,False,True
malware_alert,critical,US,18,True,False
account_lockout,low,DE,19,False,False
successful_login,medium,US,19,False,False
successful_login,high,GB,6,False,False
failed_login,low,GB,1,False,False
successful_login,low,JP,20,False,False
brute_force_attempt,critical,GB,17,True,False
failed_login,critical,BY,14,False,True
successful_login,high,IN,20,False,False
account_lockout,medium,US,23,False,False
successful_login,low,DE,20,False,False
suspicious_ip_activity,medium,FR,21,True,False
failed_login,low,US,19,False,False
successful_login,low,US,18,False,False
successful_login,low,US,15,False,True
vpn_login,high,CA,12,False,True
successful_login,low,FR,21,False,False
failed_login,critical,GB,19,False,False
privilege_escalation,low,AU,17,True,False
privilege_escalation,high,FR,19,True,False
successful_login,low,DE,17,False,False
suspicious_ip_activity,high,IN,14,True,True
account_lockout,high,GB,15,False,True
successful_login,medium,GB,21,False,False
successful_login,low,US,10,False,True
failed_login,low,US,21,False,False
privilege_escalation,medium,DE,15,True,True
successful_login,medium,US,7,False,False
privilege_escalation,critical,DE,11,True,True
vpn_login,low,SG,16,False,True
account_lockout,high,DE,14,False,True
failed_login,medium,US,22,False,False
failed_login,low,FR,19,False,False
account_lockout,critical,FR,22,False,False
successful_login,medium,US,18,False,False
vpn_login,critical,CA,21,False,False
suspicious_ip_activity,high,US,16,True,True
vpn_login,medium,BR,18,False,False
failed_login,critical,AU,18,False,False
malware_alert,high,DE,21,True,False
vpn_login,medium,US,19,False,False
successful_login,medium,DE,14,False,True
brute_force_attempt,critical,US,23,True,False
brute_force_attempt,critical,JP,15,True,True
vpn_login,critical,AU,14,False,True
failed_login,medium,CA,14,False,True
privilege_escalation,critical,GB,21,True,False
suspicious_ip_activity,critical,GB,23,True,False
account_lockout,low,US,12,False,True
failed_login,medium,US,15,False,True
brute_force_attempt,critical,AU,12,True,True
failed_login,high,GB,18,False,False
suspicious_ip_activity,high,BR,13,True,True
account_lockout,medium,US,19,False,False
account_lockout,low,IN,2,False,False
account_lockout,high,US,18,False,False
suspicious_ip_activity,high,US,0,True,False
successful_login,medium,GB,20,False,False
successful_login,medium,DE,15,False,True
vpn_login,medium,US,20,False,False
failed_login,medium,US,20,False,False
failed_login,low,US,2,False,False
malware_alert,high,AU,10,True,True
suspicious_ip_activity,low,DE,14,True,True
failed_login,critical,KI,18,False,False
suspicious_ip_activity,critical,IN,19,True,False
successful_login,low,US,13,False,True
vpn_login,low,GB,16,False,True
privilege_escalation,low,FR,17,True,False
successful_login,high,US,20,False,False
successful_login,high,DE,15,False,True
failed_login,low,FR,21,False,False
account_lockout,low,DE,19,False,False
suspicious_ip_activity,high,GB,22,True,False
privilege_escalation,low,AU,19,True,False
suspicious_ip_activity,critical,US,18,True,False
account_lockout,medium,US,18,False,False
account_lockout,low,US,21,False,False
vpn_login,low,US,17,False,False
successful_login,low,US,18,False,False
successful_login,high,CA,20,False,False
successful_login,critical,US,12,False,True
successful_login,medium,DE,13,False,True
failed_login,high,BR,15,False,True
failed_login,low,US,20,False,False
malware_alert,critical,GB,15,True,True
vpn_login,critical,US,14,False,True
failed_login,medium,DE,20,False,False
account_lockout,critical,AU,4,False,False
successful_login,medium,JP,16,False,True
failed_login,low,US,19,False,False
successful_login,medium,DE,19,False,False
account_lockout,medium,CA,1,False,False
malware_alert,medium,IN,16,True,True
failed_login,low,US,8,False,False
failed_login,high,US,21,False,False
successful_login,high,US,18,False,False
failed_login,high,JP,13,False,True
failed_login,medium,JP,20,False,False
failed_login,medium,US,19,False,False
brute_force_attempt,low,AU,21,True,False
account_lockout,medium,CA,23,False,False
successful_login,critical,GB,9,False,True
successful_login,high,US,19,False,False
malware_alert,medium,DE,19,True,False
brute_force_attempt,critical,DE,18,True,False
failed_login,low,IN,15,False,True
successful_login,medium,SG,2,False,False
failed_login,critical,NP,2,False,False
account_lockout,critical,US,17,False,False
vpn_login,low,US,12,False,True
account_lockout,medium,US,16,False,True
malware_alert,high,GB,1,True,False
successful_login,medium,US,16,False,True
successful_login,medium,CA,11,False,True
vpn_login,high,US,12,False,True
account_lockout,low,US,19,False,False
successful_login,high,SG,16,False,True
failed_login,low,CA,15,False,True
brute_force_attempt,medium,GB,18,True,False
failed_login,high,SA,23,False,False
suspicious_ip_activity,high,US,15,True,True
successful_login,medium,SG,17,False,False
malware_alert,high,BR,13,True,True
successful_login,medium,JP,16,False,True
successful_login,high,US,17,False,False
vpn_login,critical,CA,20,False,False
failed_login,high,FR,5,False,False
privilege_escalation,high,CA,23,True,False
successful_login,high,FR,16,False,True
successful_login,low,JP,16,False,True
brute_force_attempt,high,IN,19,True,False
suspicious_ip_activity,critical,US,21,True,False
